217 3
25 -2 28
32 35 -31
-18 -8 47
43 36 -45
-1 38 -31
26 45 23
50 -23 15
3 -13 29
-49 -34 -36
26 -4 5
34 20 -29
-12 35 5
16 49 45
12 21 31
-10 -5 -6
44 13 -8
-26 33 -23
-34 -4 -7
24 -19 46
34 43 -6
43 29 -48
-35 38 6
-42 -19 -23
24 17 -46
-49 48 43
-10 -35 11
-17 13 14
-10 17 -43
-2 -28 -44
35 -14 39
-26 -35 -12
-2 30 -8
41 19 36
10 30 6
40 21 47
27 36 39
-26 35 -22
18 -43 6
42 35 -6
48 32 17
-29 36 5
45 31 -8
2 12 -31
49 -10 -6
18 29 -23
-43 29 5
17 1 36
-17 20 14
34 -36 19
3 21 46
34 -46 15
-17 -9 -38
32 19 -44
-21 -13 -40
-9 -50 6
12 -24 -16
-34 36 6
-3 -36 -30
-3 26 39
-44 35 -31
16 -28 -24
-11 -5 -22
-18 12 -46
-33 19 -37
-17 -2 35
-49 -41 21
-2 -46 21
-17 -36 -30
8 16 32
18 -37 -47
17 35 -24
-43 -28 -12
40 -5 -47
-20 -12 -47
17 43 -16
-38 30 -47
-26 -12 -30
-18 36 -45
24 -21 38
-17 16 28
16 2 -8
8 -42 -28
-22 -47 14
-1 -36 -46
8 26 -5
16 23 7
48 -19 12
25 27 -13
50 -14 39
-2 -18 50
-50 34 20
-41 25 -11
-50 -46 31
-9 17 1
17 -43 50
-20 -46 -16
46 -23 38
10 -4 -28
24 17 15
43 -14 7
32 -27 14
-9 40 -22
11 -38 21
9 3 38
-43 37 -48
-33 37 38
40 25 19
48 22 -32
24 50 35
34 37 7
-18 -44 14
42 6 -48
8 36 -47
-26 -7 -40
-43 14 -48
33 11 -29
13 -46 -39
49 -31 23
16 25 -35
-33 -35 7
8 43 20
-18 1 19
-41 -47 7
48 -21 -6
41 34 31
17 46 22
40 -25 3
48 50 46
5 14 -32
-49 19 43
-18 -45 -37
37 46 -40
-20 12 -29
-10 -39 22
-41 3 4
10 2 21
24 1 38
48 34 6
33 -2 -12
16 -44 -37
32 -42 50
8 20 -38
-49 2 21
22 7 -16
32 42 21
23 7 -16
-49 29 -15
50 44 -30
2 11 22
16 12 15
-10 19 47
-21 14 23
-5 -6 23
5 29 -47
-44 46 -39
-36 -21 -15
9 25 47
1 -46 -48
2 44 47
-10 4 20
-21 -30 47
-44 11 14
42 43 47
49 12 -22
34 -31 -48
-19 -13 -5
-26 21 38
24 -26 5
-1 -7 -8
-33 -41 10
-34 -46 -48
-19 36 37
-13 5 -39
-9 -37 5
-20 -15 30
-42 -37 44
8 9 28
40 16 -29
49 20 -38
50 19 13
-25 -44 36
-20 3 15
16 -19 5
35 -21 -16
18 13 -7
24 -36 30
19 -5 -24
34 20 47
-33 -44 -46
-25 -26 6
40 -50 -5
42 6 39
-1 39 -48
-10 29 7
-33 49 -4
-41 -36 20
-9 -50 -37
-1 25 50
8 -18 19
-34 11 14
-42 -44 3
24 -18 42
25 26 -35
40 -48 31
-33 -39 30
-9 10 29
2 -5 20
-10 -22 -15
49 35 -29
-9 -6 23
-27 -11 -28
16 42 -47
-43 -6 -24
-3 36 6
-11 -28 15
8 -33 -39
-26 3 -23
