217 3
40 34 27
-4 5 15
-26 -44 -21
-46 -15 22
25 -3 7
-50 27 -40
9 6 22
-41 -26 -43
19 -45 -30
41 35 -37
9 39 15
-19 -13 -40
-41 -39 31
32 -2 26
-49 37 -39
-49 33 -6
3 20 30
41 -21 37
-34 -8 -24
17 -31 39
-25 -42 -40
41 -18 -6
40 17 -23
-20 -31 39
8 21 15
-25 -10 -34
-17 28 -24
-5 -37 -15
35 27 -40
40 13 7
16 49 31
24 -19 -6
4 21 -6
48 34 35
18 -35 -29
-49 8 34
-41 24 39
-49 -9 44
-17 -34 -46
-50 -27 21
16 26 -45
-44 -14 -6
-20 44 -38
-44 37 -32
-9 49 31
3 35 -23
-49 -18 -24
50 -28 -24
-28 22 -23
48 -10 46
-17 -2 -16
-34 -27 -24
-26 -18 19
-22 47 39
-17 -26 -4
32 50 -36
-11 -5 -15
-26 27 -30
24 41 11
-26 50 -40
-20 -48 -40
10 4 36
41 -10 31
40 26 -47
26 -28 -5
42 -14 -16
12 -7 -31
25 2 7
-35 -31 -15
-2 -14 -8
-50 43 -47
24 -49 -28
33 34 31
-1 34 36
-2 -36 30
9 12 -39
1 43 38
-47 -24 15
-25 2 39
-50 -10 -13
-34 -13 -30
21 23 -16
-18 -19 20
50 22 -7
24 -41 4
-30 14 -7
-33 -35 4
-49 -45 6
-46 -22 -6
-41 45 -30
17 -4 13
32 -34 -35
-19 -44 22
-35 46 15
-41 3 39
17 -28 14
-1 9 -3
-42 28 -47
16 -1 3
-1 33 -19
32 -22 -7
-13 -5 29
35 43 15
-9 -15 31
37 -39 23
24 -49 3
11 3 38
-34 33 38
9 -5 -45
8 43 -38
-33 -30 -6
13 -46 -24
48 16 -19
-20 31 39
-4 -44 21
-41 32 -15
-2 -43 14
-1 37 38
50 -4 -21
-33 8 -42
-42 34 -46
48 40 33
24 -46 -48
-17 -50 23
41 9 45
26 3 13
-25 -46 6
-11 -20 -16
16 -1 -34
16 -20 23
-44 -21 4
-46 14 -48
42 -45 -47
18 -36 -22
-45 -40 7
8 24 -16
-9 -3 -38
41 -7 -15
48 -50 31
-35 13 14
-43 36 -37
50 -13 -39
-10 -11 -47
25 2 -3
50 -28 -38
-9 32 -37
41 26 -44
-1 -10 -38
-50 33 14
-26 -11 -46
-41 -6 -16
27 35 -7
-11 26 -38
42 -36 -24
34 -43 -38
16 -49 30
20 -47 31
33 -4 44
-36 -44 -47
-10 -4 -46
35 11 -15
-12 -38 46
42 45 -16
19 35 5
1 -43 -21
16 -43 -38
9 -34 -3
-33 -41 -14
43 28 -23
28 -7 -8
24 12 -15
35 -16 -48
8 -1 9
8 -41 -34
-9 -42 -19
32 18 -12
12 -23 38
1 7 -40
48 45 -31
16 43 -21
10 -28 -46
-2 50 5
26 46 -8
16 -34 -4
2 -4 21
-2 -22 39
16 25 11
29 -47 -31
1 -43 -22
18 44 -47
-25 -36 22
18 35 30
11 22 -16
-17 19 -32
-33 18 -48
9 50 -43
18 42 12
8 -25 -36
-28 36 37
16 26 -30
-9 -10 13
-49 -34 -31
24 -38 -30
-34 10 50
-5 38 -16
42 31 -40
43 28 -16
41 -26 42
-50 -38 5
34 3 44
-17 27 28
8 3 -21
5 22 39
-33 35 28
33 14 -48
8 -33 -39
-33 -21 13
