217 3
-1 37 -39
16 10 44
24 -43 30
-49 -5 39
41 -44 5
-41 27 -38
49 9 -50
18 35 -30
9 -27 -8
26 -45 -30
2 -30 23
27 37 15
44 29 -40
26 -39 15
8 -34 44
1 -46 -15
20 -21 46
33 26 45
-25 12 47
-26 10 47
24 50 -11
-3 -45 -30
8 -34 18
26 3 4
-17 35 -46
-33 28 -7
41 34 -37
-9 19 -28
-36 -29 7
-45 29 -15
-41 -38 -31
-3 -47 39
-41 -50 4
-25 -20 44
48 -12 -21
-1 29 39
-9 17 -3
41 -20 -39
29 45 7
-9 13 46
-13 12 6
18 19 -7
-33 48 -45
-41 -42 -27
-2 37 -38
11 -36 -47
-10 -36 -13
2 35 -31
1 34 37
-2 28 45
-17 -37 31
-34 -11 30
-41 7 -8
-9 2 -13
-41 -49 11
-16 39 -24
-50 -44 37
48 42 29
-5 6 47
8 -27 -30
25 49 -12
8 -17 -37
8 17 27
40 25 4
24 18 21
-20 -39 -40
16 -33 -26
-11 43 -30
48 -42 4
43 45 29
32 24 -5
42 43 12
25 -21 28
-9 -49 -42
2 38 22
2 34 -8
18 11 -12
28 -38 39
27 21 -7
-36 43 -45
32 46 23
32 1 21
-25 -15 23
48 -38 -6
-19 20 14
-41 50 -47
-49 21 47
33 -11 -3
-50 27 -30
35 -39 -8
40 -17 -26
-50 20 -30
17 -36 15
-50 35 45
49 41 -30
-2 -7 -47
11 12 -46
-47 23 -8
-34 44 -32
-35 -36 11
25 -20 13
24 11 -21
9 -34 -31
34 15 47
-2 -19 -20
-18 1 -15
11 -5 22
35 7 39
-1 35 47
32 1 -18
25 5 -32
-41 -14 45
-11 22 -48
38 39 -48
25 43 -38
48 -12 46
-17 -13 29
-45 -22 29
-2 -35 36
10 -37 46
-45 5 -38
-20 -21 5
49 -29 45
-29 20 13
32 37 47
40 1 49
25 37 -31
20 46 -40
16 -11 46
42 20 -40
48 43 -14
-25 -34 -32
-17 -34 22
34 -4 -5
-45 -7 38
-49 2 13
-19 18 -29
-17 -50 25
8 -29 -48
8 9 -46
-9 -38 15
28 -14 31
49 -44 -6
-43 -19 3
-10 34 -38
25 36 -37
-2 -29 22
-18 33 -13
49 44 -6
-36 43 46
-17 -33 44
18 -28 -16
-17 -29 -13
-44 43 47
33 18 -3
-35 34 12
9 -43 -20
49 -26 37
9 26 35
-33 -17 31
-36 -5 -22
35 -6 -15
12 -6 46
-30 45 -39
2 4 -32
32 -1 -33
48 3 47
49 44 -31
3 20 15
26 31 -24
-19 3 35
-25 24 31
-18 -45 -47
-3 -22 -24
-42 -3 7
16 -27 -12
1 42 -4
-41 49 -19
35 4 -38
8 42 45
-12 -20 -13
32 -9 8
-41 -2 23
41 -6 14
13 -15 22
40 49 -36
25 50 44
-2 43 -14
24 19 -4
25 -20 3
34 -12 19
33 -14 15
41 -22 15
-41 32 -3
8 43 45
37 -47 -32
34 35 -21
-35 43 -8
-25 -26 20
17 29 31
-10 43 -44
-35 20 -24
-19 30 -23
-4 12 -16
-9 -18 45
-41 -20 14
43 14 -40
-33 2 -20
1 14 31
-50 11 12
-11 -28 4
9 -34 -6
-41 -5 46
49 35 -21
-38 -30 -16
8 29 6
49 14 -7
