217 3
-26 -28 -37
-10 -8 39
50 -12 -36
-47 -16 -8
-20 45 -24
-1 34 -47
50 19 -45
-17 28 31
-49 4 -21
18 3 -45
-13 -21 39
-11 -12 36
48 -21 -13
-41 25 -39
8 17 5
1 -31 14
25 12 22
-18 27 30
-27 21 -24
3 -14 7
-33 18 -23
-9 -34 29
-37 -30 -22
-25 -28 3
8 41 5
-41 26 29
-22 -40 39
-20 27 -31
-18 12 15
8 24 -28
20 -22 30
-50 49 23
24 -20 39
49 26 -27
17 35 -45
40 -4 7
-41 9 21
8 -20 27
-33 36 -37
-36 21 -14
49 45 31
1 2 -37
-41 -50 -36
35 -30 21
12 6 23
16 -18 13
8 26 4
-34 -10 2
33 -46 14
10 20 -40
-2 13 15
-19 45 -6
-43 -13 29
49 -50 -28
-20 21 -7
49 47 15
-15 -39 -40
24 20 -15
42 20 -31
32 3 7
10 -4 13
40 10 38
10 45 -47
48 -13 -15
-6 -40 -48
50 -13 -15
8 3 21
-35 -45 21
50 -47 -7
49 7 -40
11 -28 38
-49 -44 38
16 10 -39
32 -22 7
-44 -23 -32
-25 -10 -14
-20 44 45
48 45 13
-1 -2 20
5 -15 39
-33 4 47
-11 35 -23
32 -4 28
-49 -44 3
25 -42 -14
43 27 20
-49 17 5
17 -43 21
-37 -45 31
-18 -47 -23
-21 -6 31
-42 2 27
-11 42 -40
-18 33 43
-9 19 21
-2 -11 37
9 -19 -28
1 -42 44
21 30 -8
-18 -44 -7
-1 35 38
26 22 -40
40 45 -31
40 38 -24
25 5 -8
-26 -15 23
12 -46 -23
-23 -47 -24
9 -4 -29
16 37 38
-25 -14 -31
40 11 -5
-33 26 19
-45 -22 29
-3 -44 14
41 5 -8
-1 -19 47
-10 3 -16
-1 41 -11
2 10 13
-18 -35 13
50 -47 39
48 -47 39
-25 -38 39
32 -35 -43
-4 19 -13
3 -5 -30
-44 12 46
17 11 12
-36 -5 47
16 -49 -50
-44 -15 -48
-25 -11 4
34 -39 22
43 -23 -8
50 -20 31
42 -30 -22
48 33 -11
18 12 -30
1 9 18
8 2 -27
-25 11 -46
-26 20 29
18 12 -22
4 -45 -23
-49 -50 -22
-41 30 -16
11 -44 27
-2 20 22
-25 50 -45
24 44 -16
48 33 21
-25 36 6
33 50 21
1 26 34
26 22 7
16 17 12
41 -11 -38
30 22 15
-1 3 -13
9 19 -16
-13 -39 31
-15 22 -32
-45 -7 -24
49 10 -7
48 -26 -12
34 46 -48
42 -21 15
16 -29 21
-29 -47 7
28 -30 14
-35 -22 29
-1 16 -33
-33 -2 45
-44 11 -40
19 -47 38
40 23 15
-18 -11 42
-41 -45 -39
-33 -18 -4
25 13 -23
-10 38 6
-34 28 38
-41 44 30
36 -38 47
16 28 -40
50 45 -7
36 21 46
32 44 -48
2 43 -4
-25 8 -26
-50 28 38
48 49 -22
-10 29 7
17 -43 -40
-17 -43 -45
41 -6 15
24 -34 11
-1 9 33
50 35 12
34 -20 -13
34 35 -5
32 -25 10
44 -29 -15
28 -15 14
17 1 -47
-27 -37 -21
-35 -3 -7
49 -45 4
-49 -35 -21
-17 -7 47
-12 27 -45
41 22 23
49 20 -37
33 -47 38
33 9 14
-42 -6 7
