217 3
-1 35 -31
24 5 23
45 -23 15
43 21 22
49 34 27
-18 44 -39
-49 50 44
-18 33 -31
-41 -43 -11
40 -4 21
-33 -14 -39
35 19 -37
33 -38 46
-1 11 38
44 -39 31
-18 5 -24
49 -28 22
8 2 -6
2 -37 39
33 -35 6
40 32 1
12 4 6
-27 3 -7
-49 -6 23
42 -12 6
-35 -28 45
43 -37 -32
-33 46 -24
32 49 -46
-36 -13 23
-1 9 -8
27 43 36
35 28 -40
-35 5 37
-35 -4 -39
35 -44 -30
42 -19 45
10 19 28
-18 -4 6
11 -12 -30
-1 41 -16
42 -4 7
42 28 39
27 13 -47
49 27 14
49 28 39
18 2 -7
34 35 44
-21 23 7
-10 -3 4
-1 -4 -31
32 -26 -29
-17 -37 23
-14 -15 31
40 43 28
32 36 -37
46 -40 -24
-11 42 27
34 38 -32
-10 -18 -46
40 1 2
27 -36 -38
-3 27 -38
49 43 5
-26 -2 5
8 -29 20
24 -49 -42
-33 49 6
17 10 -12
-49 45 23
32 -14 22
26 35 -12
33 -8 -40
-49 -25 -18
-21 -46 47
-18 -2 30
-29 -7 -23
36 -14 -24
24 38 -40
32 -10 -14
34 2 6
-42 -29 15
-25 45 -16
41 5 -31
-17 -15 7
-18 -27 -13
50 -12 -6
-34 26 3
-27 38 30
34 3 -16
-29 37 -7
-42 11 -13
48 -37 29
40 41 -14
-17 -36 -6
24 48 -30
24 50 -30
-17 -15 31
26 -5 31
-49 -11 6
4 15 -8
-25 -15 -48
27 4 -16
16 -30 -24
10 -46 45
-34 -37 -46
40 32 6
-25 -50 -29
48 -27 31
-36 44 30
-41 18 4
40 -33 36
-2 -36 5
-34 18 22
42 -12 29
-12 45 -24
-50 34 -15
-33 -43 7
22 -40 23
-27 -7 -16
-9 19 47
16 -45 -38
-45 -38 13
-12 22 -32
-34 -28 -31
-9 3 45
11 -39 7
10 21 -6
33 4 30
11 12 15
-26 -13 -31
40 20 -48
-33 -34 4
27 44 -14
42 -37 44
48 36 46
-3 -21 23
1 41 46
34 -37 -24
8 11 -46
48 2 -32
9 -45 30
-21 -45 -39
-49 -26 -47
10 -7 15
8 -45 -7
-34 -18 15
-41 9 1
34 -44 -6
48 20 -39
19 22 -48
-42 -34 -5
2 -27 43
-42 26 -35
17 42 45
12 -14 46
-14 29 31
-44 45 -46
43 -15 -48
-41 -18 -32
40 49 -37
34 -6 -7
-44 -7 31
-26 -11 23
-42 -19 13
49 44 -23
47 7 39
-18 -10 -8
18 45 46
16 18 -13
48 17 43
32 16 25
32 15 23
-38 21 31
-20 3 -23
50 39 23
17 -28 -14
32 42 -5
-9 -17 45
32 -41 -2
17 -14 -47
-1 -16 -32
-43 -12 -38
-49 25 -2
26 -31 -15
19 4 -38
2 -20 46
24 -12 19
33 -3 4
-11 -19 2
38 -47 -15
-1 8 36
49 -50 -5
34 28 36
-13 -14 -31
-10 6 47
-10 -37 -6
1 -43 -45
42 13 -23
-11 -29 -14
-11 -12 -38
1 -13 21
-2 -43 -6
-43 27 -7
40 -14 15
27 -38 -30
-25 36 -7
19 12 30
24 -18 46
-26 -24 7
26 30 7
32 20 4
29 13 22
41 29 -24
19 -21 31
-3 -11 -12
-12 -4 -37
