217 3
-25 11 38
-1 49 10
34 -30 38
-18 44 -23
-27 -21 -24
9 -18 38
36 -29 44
-44 22 23
11 35 38
-2 -35 -48
-23 -8 -16
-17 -31 -8
41 -43 23
8 -42 -7
29 38 -40
43 12 -32
-13 -21 46
14 30 -8
19 -22 21
41 -2 26
48 -26 -23
-1 11 -24
-1 -41 -22
32 16 -38
25 -27 43
-41 43 -7
-11 -21 4
41 -18 27
-17 -26 -43
16 19 -38
33 -37 -32
11 -29 6
12 -21 -40
17 45 -15
-9 -34 13
34 -29 22
-9 -28 37
1 28 -45
48 -19 42
19 -36 -30
17 41 1
-41 25 38
41 18 -23
18 27 -7
11 -24 -16
40 49 -4
8 -26 -29
-3 -27 -5
42 20 -6
12 36 -39
21 -22 30
-50 -10 22
24 -4 47
33 2 -7
-43 -12 4
-42 -10 5
40 28 22
24 12 47
12 -47 22
28 -47 38
25 34 47
49 47 7
-41 -26 39
36 37 -23
32 -6 5
-37 15 31
-26 -30 -6
-50 21 45
24 -6 22
32 -35 -37
12 -38 46
-50 -29 46
49 -7 -39
8 -13 37
-25 20 -32
-25 26 -40
-41 42 22
3 -22 -47
33 -26 -30
-50 -46 39
-33 -26 -24
-41 -26 -18
26 2 23
-49 19 6
-27 13 47
-34 29 -30
33 43 36
-46 -38 31
26 -21 29
49 -19 46
-17 -26 25
17 21 15
49 33 7
-14 -31 -23
-10 -4 -15
16 33 -26
-49 -43 -19
9 42 -5
-39 -24 15
33 47 23
-25 19 23
49 34 39
16 -43 46
-25 27 -14
-50 2 37
-41 20 45
-46 -39 23
-26 31 -16
-42 -31 23
-3 45 14
-10 41 -23
-11 -22 -38
24 43 -47
-5 44 -45
28 -38 -7
40 9 -22
-43 -5 -48
26 -36 -44
-25 -31 -8
24 -3 -44
-10 34 38
44 -21 28
8 20 -15
-21 -45 -37
49 -4 13
1 -34 -35
26 44 -14
-1 42 3
43 -30 47
1 -50 13
50 -5 -13
19 -15 -8
2 -38 -24
-34 -19 -35
19 28 31
49 -45 -7
-34 -42 50
-19 -29 4
-26 -31 -23
49 26 10
-43 -35 3
25 50 -15
48 34 30
-5 -6 14
-41 1 27
37 39 15
-33 -42 -10
-12 -39 38
48 -19 34
41 -42 -35
11 -4 -14
-44 -12 -21
-42 18 15
-44 -21 -16
10 11 46
49 -5 30
16 -45 -8
18 11 -15
24 -9 23
26 43 28
9 -27 4
-17 -10 49
-50 -35 5
-25 8 12
49 -5 31
24 -46 22
34 38 -48
-31 -15 -32
33 4 47
41 -36 -8
16 19 -13
33 -7 -16
10 -27 -12
-39 46 -31
-1 -22 -24
-35 27 31
3 -22 -24
-25 5 -24
35 45 -47
49 -5 -15
-42 -21 45
-20 -21 -24
40 34 4
-11 -37 45
33 -4 -23
19 -20 22
40 18 -39
-37 20 6
-1 -30 23
-44 -7 -24
-33 14 -48
-34 25 -40
-50 -21 15
-3 21 -7
-5 29 -16
41 46 15
18 -13 23
37 14 -31
-41 -18 -35
-21 -14 7
-50 27 45
25 -10 -36
3 -4 45
-47 -31 -24
40 44 6
-41 -36 -6
35 -21 37
-12 -13 -46
-10 25 -19
-25 33 -43
-50 -38 -7
-9 -27 7
-41 28 46
3 -47 -16
17 -2 -48
3 43 -37
-34 -40 -24
