217 3
17 -29 -13
-17 11 29
40 17 -22
24 -43 30
-41 -43 -4
-1 -39 31
25 -10 45
-29 -45 6
-10 -7 15
-11 -20 21
-11 -28 29
32 25 6
-41 11 39
-41 36 -22
34 -11 -28
16 29 30
-44 21 45
-35 -39 47
50 43 15
28 -29 4
8 -27 30
25 22 31
-26 50 -7
13 22 -40
8 -28 -36
-37 -13 -8
-26 11 12
41 28 7
-17 -2 -24
-41 -7 38
-49 -6 15
-37 5 -40
31 -16 15
-25 -28 3
-11 -35 21
-42 -50 36
4 -30 7
-1 25 -16
-28 -15 -24
-18 11 44
-41 9 35
-28 -13 -30
25 5 39
19 45 -6
-49 -9 -39
-41 -3 -23
-18 12 21
-45 -15 6
-1 -12 -8
40 -2 -38
11 22 -40
-22 13 -32
2 35 3
41 50 -28
34 21 -30
-10 27 -21
18 2 -36
41 33 -16
-41 -22 -40
16 49 -8
2 -20 -47
-35 44 -30
8 -41 22
-12 3 -7
-4 -47 14
-44 -30 -15
19 -15 38
-44 38 -32
16 -13 -15
37 29 14
16 17 31
34 20 -15
-23 -16 -40
25 -30 23
12 -22 -39
27 21 -31
-26 -30 15
2 21 -8
8 26 -5
-34 -12 -37
10 38 47
-17 33 37
-41 44 22
-26 -2 46
10 3 -16
26 12 -38
-17 34 -44
33 28 21
1 42 -35
-17 8 -26
-36 -38 -30
-11 42 29
-50 2 -45
-33 -49 -42
-17 -20 -46
-4 -28 5
8 19 28
48 -10 49
34 29 21
-27 50 -3
-20 -45 31
27 -46 47
-49 -43 -22
32 -13 -16
-33 -27 -23
25 42 37
-35 -45 -21
-20 -37 15
48 33 23
-5 -47 -40
-46 -38 -7
-37 12 21
-17 -35 22
32 -35 38
-5 -29 23
-10 46 -23
-25 -13 14
8 20 47
44 36 46
-28 14 15
16 -28 14
8 -3 -4
28 -45 31
-19 -20 -21
17 50 22
-3 -12 23
42 11 -45
33 11 -5
-42 9 -15
48 -18 34
27 -37 30
10 -37 45
-11 -21 -45
32 -28 31
50 5 -8
18 11 -45
-33 18 45
25 50 18
32 -27 -39
-20 35 31
-11 36 -31
21 6 -39
-33 1 37
24 -44 -21
-35 -3 29
-1 37 45
-17 -12 44
11 -47 6
50 19 -48
-26 -12 7
-33 17 21
46 7 -8
-42 43 31
-3 -5 39
-5 -14 46
-33 -44 -37
10 36 28
-17 -33 29
32 -27 -46
26 43 -36
24 11 14
-11 -30 -40
32 -42 -19
-9 33 -37
5 -47 -48
-13 29 -39
12 -31 14
-31 -40 7
-31 15 -48
40 -6 -7
48 18 13
-18 -10 -8
-33 -41 -10
-9 -35 -21
10 19 -16
-41 -34 13
-21 29 -23
-49 -1 20
16 -36 -24
33 26 -8
-19 20 39
13 -32 -16
-33 8 -18
-28 -14 23
13 -31 23
-33 -18 2
-28 -4 -38
16 -50 -20
44 29 -31
-19 -12 23
-2 -22 38
34 50 12
-38 45 -30
-33 17 -19
-42 -5 31
-1 25 34
40 -28 36
50 14 22
3 -38 30
-49 1 -2
48 -19 5
1 -21 47
24 48 43
18 -29 45
2 -13 14
8 11 43
48 -11 -19
-3 18 6
-2 -26 -7
9 -26 21
8 -10 37
-1 50 -39
36 20 37
-12 27 21
48 -7 14
34 14 -48
16 43 28
