217 3
16 20 -31
-1 -27 -36
-26 49 42
-1 25 -39
-20 28 -32
11 21 7
-28 -13 -29
43 11 35
28 -22 -15
-35 -8 -48
42 -12 -44
-29 -13 44
40 -1 11
20 -29 47
-45 -30 15
48 -43 -27
35 -37 39
-2 27 -31
-9 -50 -23
35 -45 37
-33 26 44
-33 12 -6
8 -19 45
34 2 -14
16 1 33
24 -50 47
-9 17 -28
40 -25 13
-18 -28 -44
-44 -13 29
33 -4 23
40 1 -45
-26 11 47
-22 30 -32
-17 -20 -48
-49 44 -24
-17 -38 5
50 11 37
32 -26 12
-35 -39 -24
8 26 -20
-10 2 -13
16 -44 3
-35 -12 23
-41 2 -7
-9 -42 -4
-49 -29 -39
-11 43 -13
-50 28 23
-49 26 -8
32 -42 -27
-35 -13 37
-1 -41 -24
-42 29 6
-12 37 -22
-37 -47 14
32 19 22
41 27 38
-5 36 -39
-9 45 31
-19 11 39
32 36 -45
-35 -3 -29
19 37 -7
-10 -23 -32
49 -50 -45
43 -40 -8
-27 28 45
-28 45 -7
36 -46 13
-41 33 -10
2 13 -8
9 1 4
-1 4 -45
-33 29 6
-43 19 -14
-25 22 -16
-28 -5 6
-12 28 -6
42 35 -16
-41 40 -11
27 -20 39
48 35 -16
-13 5 -7
26 38 46
-10 -2 42
-2 -6 -39
9 -21 36
42 -37 13
41 3 47
-50 9 4
50 18 22
-42 3 31
40 -49 38
10 11 -13
-3 -29 -22
24 -22 37
-9 -14 30
11 4 38
17 37 15
-42 19 23
-11 34 14
-27 35 -40
-2 -34 -44
40 22 -32
-25 19 29
24 43 -39
-42 18 35
-41 -28 -21
43 -29 -22
41 2 44
27 -38 -7
27 -13 46
-41 49 19
27 22 -24
48 11 -21
-10 46 -39
-49 50 -47
-41 3 27
-41 -30 23
-17 27 20
-10 -42 -31
49 -11 15
-46 -22 -39
-12 14 30
-1 44 36
11 28 29
49 -20 14
25 33 -23
-33 -13 -30
-35 -19 31
-4 35 -21
-26 -6 -39
19 -44 -37
44 -16 39
-19 -28 -32
42 -30 -32
-44 -37 14
-26 -39 -16
41 49 -7
41 -15 -8
8 -17 -11
1 -27 36
-1 -46 -8
-1 -12 20
17 -15 -7
25 -43 -36
50 -20 -21
34 21 7
-17 -45 -48
16 -12 21
21 39 7
9 -44 -47
-2 28 -29
8 -37 45
16 50 -28
26 -14 -48
20 -47 -48
-27 3 14
42 -4 -30
-44 -14 -47
41 36 14
26 11 14
-18 4 47
-50 -35 19
-34 -2 4
22 38 15
-49 32 50
34 -15 -48
-18 -30 -14
-36 4 -23
-46 -40 -48
-13 -31 6
18 -23 -24
-41 -34 23
-27 4 21
24 25 28
-43 -21 -6
-2 5 38
-41 25 -18
1 14 -48
-10 -45 22
-13 -46 -47
-42 -19 -45
-19 -11 4
50 27 -24
41 -2 39
2 46 14
-2 -45 -46
-2 31 23
16 -42 12
-3 4 47
-1 9 18
41 -31 30
-35 13 -7
32 34 -14
-44 -45 14
-3 44 -23
-41 29 47
49 35 12
17 -39 31
-17 -4 -40
3 -46 22
-37 21 29
42 -3 -15
18 34 -13
-13 -5 -46
-12 4 23
-9 48 -18
-17 -12 -23
-41 35 -21
-18 11 -48
-41 -37 12
-9 -19 5
-33 19 -47
11 -37 -29
-34 46 -47
