217 3
-35 2 -40
-12 -20 46
-42 30 -7
-11 -12 13
-28 20 6
25 -28 6
-33 -11 -21
-17 -23 31
-49 17 -5
-25 -20 3
-17 -46 -31
1 -11 -44
-41 -28 -37
-25 -35 -24
-27 7 -24
8 -50 -7
40 9 6
-13 -21 46
-33 -46 39
-19 50 -24
-33 -6 14
-33 -31 -47
44 45 15
-17 -8 -24
-9 -34 41
-26 27 11
-25 -20 30
1 28 -31
32 50 -46
33 -12 23
-33 -19 -22
2 -12 -44
-43 34 22
-33 10 11
-43 30 22
-9 -20 21
-28 -29 45
49 3 4
40 -26 28
-25 -19 28
9 -3 38
40 -37 -39
-18 12 30
10 19 43
1 -3 -39
-42 -10 28
-34 35 6
24 -4 -47
-35 19 4
-19 3 -5
40 -42 22
-35 -38 6
-42 -27 11
25 3 23
48 -37 15
-4 -6 -40
1 -27 -4
13 -15 -16
7 15 23
9 26 -32
-29 -8 -24
-6 21 47
-34 18 -28
-50 28 5
48 -43 -31
40 26 37
-39 -23 -48
-26 -50 -43
-49 -25 -13
-10 20 -22
3 4 -24
-2 43 30
18 45 -16
-9 -22 -7
44 -21 -46
32 7 39
49 -32 7
1 -6 -31
42 -3 -37
-34 20 29
-4 27 28
2 50 22
40 -26 -32
17 50 36
-21 -38 13
-9 27 -40
-33 32 5
-29 46 -24
48 42 -47
4 7 -16
10 50 39
-17 32 -26
10 -13 15
9 36 21
-12 5 -24
16 -30 -8
40 49 -14
-2 44 15
1 -14 -8
21 -31 -8
-4 28 36
12 -37 45
16 48 -26
20 -39 -8
-1 8 -27
10 -38 31
32 44 6
44 20 47
49 -46 -7
34 -19 -44
32 -12 -4
16 -30 -7
28 -45 47
26 43 -46
-41 3 44
36 22 -48
26 27 -22
41 -7 23
-21 -45 13
16 49 20
16 -18 -15
48 49 -19
27 -37 47
-4 3 -21
35 -45 -22
19 -45 -5
-33 3 15
4 29 47
9 2 44
25 18 45
-33 -34 27
34 38 6
-2 34 46
48 -1 -3
40 16 -42
50 -12 47
-25 -12 38
42 -13 -48
-3 -35 37
-19 3 -15
24 37 -46
17 3 13
8 1 47
29 22 -47
-26 36 39
1 -27 -39
42 -29 30
-33 -34 -13
33 -7 -23
-1 -27 -14
-4 -6 -15
16 -46 -48
-30 -32 15
-17 12 6
24 5 -39
-44 -37 -15
33 21 37
-1 -4 28
-43 -4 46
41 25 45
-33 17 21
43 28 -14
-35 -20 14
-36 44 -23
40 28 -6
-50 41 -35
-11 2 21
10 43 -7
32 27 -7
40 -44 -24
-1 32 -13
-19 36 45
32 -13 37
32 28 -7
17 43 4
25 -42 -20
32 -5 -7
25 -34 -4
-2 38 47
8 -48 -32
32 -27 -37
8 9 49
32 17 -29
-19 42 4
-1 3 -14
-1 -44 -24
-43 30 -23
-6 -48 -32
24 -15 -31
16 26 36
4 -38 14
27 13 -15
43 -22 15
33 -42 28
-34 33 -40
34 -47 39
24 1 13
-3 -27 -37
-19 5 39
26 14 23
40 -12 -37
27 22 23
-33 17 13
34 -43 -44
-27 -37 -23
-18 9 -23
40 34 3
-41 -4 27
18 3 27
-9 -27 3
16 42 -6
-41 -36 -16
25 -46 -31
18 -19 7
9 34 14
48 -20 -32
-9 50 43
