217 3
50 -12 4
-11 38 23
-4 21 30
-41 49 44
-2 -43 -8
-42 -12 -39
-26 -35 22
9 6 23
41 13 -48
-2 3 -16
9 -42 28
-1 22 -47
33 41 18
17 10 35
41 20 -21
-50 42 -8
42 -4 5
24 -10 -35
-26 -6 23
16 13 -40
-26 -46 -31
-44 21 23
12 38 -40
28 38 7
-36 -14 -40
19 36 38
-11 2 -21
-13 -5 -14
19 20 28
-21 23 -40
-29 21 47
-2 36 -8
25 -5 21
44 -5 -48
12 38 7
-1 49 45
-27 -28 -36
33 3 -22
-25 33 -3
-33 9 31
32 -20 -31
3 21 31
50 44 39
-18 44 -46
42 -8 15
-49 -9 -39
-4 37 -31
1 -45 23
19 -22 -40
42 27 37
-41 34 -8
-3 42 46
49 27 37
41 -42 6
42 45 5
16 38 -8
-11 10 36
-18 29 31
27 -23 -40
1 42 18
-17 -2 43
-25 -37 -32
-50 41 22
36 -30 5
-9 42 31
40 -43 3
-42 36 5
25 -36 -32
34 26 -28
-36 -7 -31
49 35 38
-9 -29 -24
-26 -4 -30
-49 -43 45
25 35 38
50 -31 -7
-20 21 -6
11 -12 -15
-41 -10 23
-17 -26 -7
9 18 -21
33 -35 -15
25 18 22
-41 19 -48
-19 -37 29
50 -7 -47
42 14 30
-5 -46 47
-19 42 -4
50 34 -43
40 -11 29
16 -25 -15
9 -21 37
43 -48 7
6 -23 15
42 26 -29
44 -6 -38
-30 13 -8
41 14 31
-9 34 38
41 27 44
10 44 23
-42 -14 30
-43 13 -32
41 -46 -6
-41 43 -29
-1 -7 -39
43 44 -29
1 22 30
49 -28 12
1 -43 3
-9 -15 -8
-25 2 -13
32 25 2
-20 14 15
16 -17 -19
-50 -42 -46
-11 44 15
-28 44 30
28 -21 36
32 -1 -11
8 21 38
-10 2 6
-27 50 -39
40 -29 12
-35 -43 39
10 -37 45
-23 22 -8
32 43 5
-26 19 30
-19 -43 39
-3 -21 -30
-26 2 -13
25 -11 -31
5 -15 -7
-36 -5 23
-49 -30 -23
-29 30 39
-25 -10 -4
-18 20 -13
17 5 30
-26 19 4
-41 17 36
-45 21 -24
-18 -29 14
-43 -37 36
40 4 -39
-17 27 6
-44 -37 -31
-36 -6 23
-26 4 -38
-25 30 23
49 -35 -5
24 20 14
-44 -14 -47
-17 10 7
-17 42 6
1 10 28
-4 -6 23
-9 -37 38
-50 35 14
50 27 46
-41 -45 5
32 -34 -3
9 35 -24
-37 7 39
-49 -34 38
27 -44 -7
-49 -34 35
1 11 23
50 11 14
34 -28 47
17 12 23
-41 -45 -15
32 3 15
17 43 -48
-42 -20 30
-1 -49 19
44 37 -38
-27 -13 46
-37 44 6
9 -36 13
-45 46 39
48 -13 -38
-33 29 -40
-42 9 -20
-2 29 -14
49 -27 4
-49 43 14
9 -5 -24
-2 -44 -24
-35 34 -7
-9 32 25
-20 -13 5
11 -8 23
-26 -21 -45
32 33 -22
-45 5 39
-35 -7 15
42 13 -15
-10 42 -36
24 -26 35
-49 -35 -8
28 30 -8
19 -20 4
-41 -43 39
-29 -14 15
8 41 -35
24 49 -18
2 -46 39
-27 -44 37
-18 23 -8
-13 -15 -47
-42 -43 47
-34 -14 -40
19 28 -13
17 28 -14
