217 3
8 -37 -29
-42 -43 29
-44 -45 -38
-42 26 -40
-25 -1 -4
-10 -23 -16
-10 3 -28
3 -37 22
33 18 38
-17 6 -47
-3 10 -40
20 -21 37
-4 -48 47
13 31 -48
33 -45 -14
16 -2 -8
-37 12 -14
-41 38 -23
-26 34 -6
8 3 -22
49 20 21
25 18 10
-26 -28 21
27 -45 -31
-17 34 -4
49 42 14
-35 -39 15
-35 -28 44
-12 31 23
40 -10 -20
9 -4 7
42 2 -6
48 50 -32
-19 -45 -30
-35 5 38
-42 -3 -8
-49 10 22
41 -28 7
8 44 5
24 -19 -7
-41 -10 -39
42 36 -22
32 3 -44
-11 -21 31
-18 -5 36
-11 -29 44
-34 30 23
41 2 -36
-10 12 22
-42 43 39
35 -6 -48
-35 20 44
16 3 -31
49 -42 22
16 41 -8
49 -19 43
42 30 7
-43 42 20
-21 36 -47
50 35 -23
-25 -41 22
-6 21 23
-10 37 29
40 -22 -31
26 -44 -15
8 43 4
-43 3 38
8 49 50
49 12 6
40 11 39
-33 -10 -37
43 13 46
-3 19 -38
17 35 39
-42 -11 7
-18 30 46
42 27 -47
48 27 39
10 -20 35
33 6 30
-49 -10 28
40 4 -23
42 -14 6
17 -48 -8
-35 19 -45
-41 -11 37
-49 -27 28
-1 -26 21
17 -14 7
-20 -5 -46
28 -7 -39
41 34 38
43 -14 23
-3 35 -45
1 21 29
24 -36 -37
16 10 -47
40 -18 -36
-36 -37 22
41 11 45
-29 38 -7
10 46 39
-1 -2 19
-43 12 -32
-50 36 -14
8 -31 7
-12 -21 -46
30 31 39
25 -3 14
1 -47 -7
8 -47 46
1 -20 -37
21 30 31
-1 -49 -28
-33 42 -30
-9 1 -15
-25 11 -31
-19 -44 27
-34 42 -43
5 30 -24
-1 -43 37
-49 3 47
-18 -44 -12
42 -36 -20
25 -4 13
19 21 7
10 18 -30
-50 34 37
40 17 39
-26 -47 31
-18 34 44
41 33 22
-44 6 -48
17 -35 15
41 -29 -40
-27 -22 -40
-49 -2 -46
-1 50 -11
-18 17 -14
49 -36 28
-26 -14 30
34 -11 -31
24 1 46
-1 -12 5
-9 21 -24
-46 7 47
33 -44 28
-1 -46 -8
20 47 15
-50 -39 -48
50 19 -40
-49 8 -31
-1 17 -4
-43 -44 -48
40 -12 -39
-35 -11 -19
37 46 23
-41 -28 -46
-3 -43 5
3 -45 -7
-34 -42 3
16 45 23
-33 -17 42
-49 -5 -15
-17 -33 40
33 -28 45
-9 8 7
10 12 29
-44 -22 -38
-25 46 23
-2 -10 -38
-42 -27 -46
48 -10 37
32 28 39
-1 25 -21
-2 -30 6
-9 -17 18
35 -36 -24
-46 22 -47
-13 -31 6
33 13 -6
-9 34 7
10 22 -24
40 11 -7
26 -45 7
16 10 -8
-18 6 23
41 -36 44
35 -44 -8
41 -34 -5
34 20 -38
40 -42 -44
24 32 -36
50 -32 15
-28 -12 -46
25 15 31
-17 10 -48
-9 -10 -11
40 6 23
25 44 7
-5 47 -24
35 44 20
50 35 -46
21 -7 14
41 -2 7
-10 6 -8
-4 11 -8
24 -2 -32
-9 -4 -44
-25 10 45
-25 -26 49
-33 41 -5
48 -38 -32
-17 3 -23
24 -35 31
49 -27 23
49 -28 21
