217 3
-35 13 -48
-9 -19 20
17 -19 -24
42 -37 -14
49 -26 -24
-26 -43 35
-50 10 13
-1 -47 31
-3 30 -16
17 43 -46
40 13 -48
19 -20 6
34 4 -29
-26 10 39
3 12 -45
49 -39 47
25 -27 -8
-19 -16 -40
-41 -22 14
-25 43 -21
49 50 -23
50 11 7
36 -30 -14
40 48 13
-25 -19 -4
48 -1 -38
3 20 -22
2 -45 20
-42 2 -8
-43 5 46
-34 -26 38
16 -21 -40
-42 -43 -38
20 -47 14
-18 -5 23
-44 35 -30
-2 26 11
24 -26 12
-26 -50 35
8 18 -20
49 3 -22
-41 26 -24
-35 5 13
-27 34 -29
17 -45 28
-33 32 -37
26 -3 36
-44 -31 30
-17 34 31
-42 -27 28
-4 5 -39
-10 42 -4
-1 -35 -38
2 4 39
-41 -3 -8
4 -39 -48
35 -7 -48
-25 32 33
36 -40 -24
3 -31 47
-18 -22 -48
-10 -3 21
-49 -25 2
35 -5 7
33 -20 -46
-2 -19 -46
-29 -21 -23
8 34 37
-19 -23 -48
2 -29 -23
26 44 -47
40 27 44
24 -50 4
40 44 -30
-29 -38 -47
-23 -24 -40
-1 -10 20
-25 -4 -32
26 22 -23
8 12 -48
-25 -3 -40
5 -15 39
32 17 -35
25 -39 -24
8 -4 -20
-34 19 28
43 -20 -5
-33 40 4
16 -2 -19
-23 -47 -7
42 -45 29
29 -39 -8
-21 -39 -23
-33 -41 -48
6 -7 23
27 6 -32
-29 20 -22
-2 -50 -30
32 20 28
-9 30 -31
-26 -3 -48
26 21 -8
-9 43 35
-26 17 42
-2 -39 -8
-34 -35 31
35 -45 28
-1 10 -3
16 -27 19
-33 43 19
-3 -28 37
-25 43 36
19 5 -32
26 -28 -40
-25 16 4
25 5 -40
-17 -12 4
-50 4 -48
41 26 50
26 44 -14
-25 41 -38
-17 -12 15
-50 -47 -40
-13 29 30
-18 -43 6
16 -50 46
-26 34 19
45 6 -16
25 11 12
-45 -7 47
-41 2 -14
40 -30 -32
8 28 -46
-25 9 -11
-21 -30 5
-9 27 21
25 -45 -23
-49 18 37
-20 35 15
33 -3 39
-42 28 -46
26 -13 -48
-35 13 38
-1 -42 29
10 27 31
17 -36 -5
48 43 44
-42 -18 36
27 -14 -32
-4 45 15
-21 -22 30
16 37 23
50 -35 45
25 -45 37
-34 42 -19
24 8 25
-4 -30 37
-26 -11 -3
-50 33 -2
49 -21 -22
43 22 7
1 11 14
-6 -7 38
-33 -42 -34
-42 -46 -39
24 17 12
-18 -11 26
1 22 -40
-9 42 7
42 19 5
-33 -1 4
-1 -25 -24
-10 -45 37
19 47 31
-11 35 20
-25 8 44
-49 -34 4
1 28 39
12 -7 31
-10 45 22
12 -14 -39
-49 -34 -11
8 24 -44
-19 -12 38
-43 26 38
-41 -44 4
-26 50 23
-40 -16 -8
-49 -36 45
17 4 -46
3 -46 47
-18 50 -30
32 27 47
48 -35 -8
1 35 -21
-33 -6 -40
-34 -5 15
-33 29 47
-17 -40 7
40 19 -38
-22 -16 -8
-43 14 -40
-41 17 -3
-19 -11 37
43 30 39
42 35 28
9 -34 -22
24 -42 -39
49 -19 -23
-10 -27 30
-9 -21 -13
41 -19 6
2 -21 44
17 -14 23
40 34 19
16 -49 -4
-22 -15 7
