217 3
50 -28 21
40 -2 -7
-9 27 39
13 30 -8
-36 -28 30
3 -21 36
50 46 -48
3 -13 29
40 -20 38
-19 -7 -8
-50 -7 30
50 42 39
-26 42 -7
8 -34 49
-11 46 7
8 -18 -6
-18 26 43
-4 38 -40
-33 12 -22
-9 -4 6
-1 -46 -15
48 -43 6
50 12 -40
25 41 31
48 -17 -5
-35 -43 -44
-1 44 -7
41 -27 47
33 44 -31
-25 -28 -13
-10 -35 3
42 -14 -30
8 17 -34
49 14 -8
16 -13 5
2 18 47
-9 -28 21
26 22 39
17 -15 39
40 -42 -26
-17 23 -24
-33 -2 -46
-44 -30 29
-45 13 -15
-25 -34 -14
-44 19 37
43 -38 31
-42 -50 12
-41 25 36
35 -36 39
27 44 37
-9 25 14
2 21 -15
-1 10 -46
-10 -21 15
33 -34 6
41 -35 20
-42 -11 47
-2 25 -46
42 -13 6
-11 43 47
-18 -4 -38
32 -34 -28
2 -44 7
18 4 -31
-8 -40 47
34 45 -24
-26 44 30
-26 -3 45
27 36 21
-18 -37 22
-36 -38 5
16 -41 -26
33 -3 28
-26 -50 -43
43 29 22
1 -36 -32
23 47 31
-50 -28 12
-42 34 -29
36 6 30
-13 -7 -24
-11 -29 -23
1 -22 -39
32 9 20
44 -14 6
-2 49 -26
24 -14 7
9 19 -5
24 34 47
8 12 -40
17 -21 -46
24 -5 -38
-9 -35 -37
9 3 20
-1 -10 26
-18 34 -36
41 -18 -44
-31 6 23
49 36 -24
-17 -14 -8
28 -13 -7
-26 -37 -38
13 29 47
6 39 -32
-41 37 47
8 -13 -6
17 -20 -37
-43 -5 -15
-10 34 -48
-11 -43 -15
1 2 -43
-50 3 4
32 14 39
24 41 -39
-21 44 -6
40 5 14
-33 4 6
42 38 -40
-1 16 -11
40 29 30
20 5 -8
-9 2 50
-9 -47 30
4 37 29
-25 -12 -5
-17 20 -13
40 -23 47
-3 -12 27
-18 -35 27
-18 -20 -6
-49 19 44
-2 -12 7
-20 -37 -45
-3 -36 4
25 -12 14
-49 -50 28
42 -11 -31
-9 28 4
-2 42 -28
26 18 30
40 -37 -7
-1 20 47
-18 3 -13
48 36 46
33 -36 -22
16 11 13
-33 35 -16
-1 -12 30
26 19 14
48 -42 -35
26 -28 -47
32 41 -12
-44 -21 -7
-26 21 -46
17 25 41
-25 50 22
8 -28 -39
-33 -42 -28
26 -14 -48
-27 -13 -6
-17 -50 -11
-17 -21 -23
-50 -34 -4
-33 -41 17
-3 -14 6
-26 44 21
-1 10 -13
-18 -12 37
-12 -30 -48
-18 -11 12
41 -20 -16
17 10 -44
-3 19 29
28 -46 22
-4 -45 -8
33 -22 30
9 46 -24
1 -4 19
-7 30 -16
-35 27 39
-19 36 -30
-43 44 -6
-41 -44 38
-43 2 -5
-26 -27 -38
25 2 -12
35 -20 37
20 -22 15
13 -15 14
-20 21 -23
-29 -46 30
-14 -31 -8
-26 -10 43
-42 -37 7
-5 -14 -39
9 -35 43
-27 -11 23
24 26 43
-27 44 38
-50 11 47
-28 35 20
-43 26 -24
20 12 -8
-10 -27 21
35 -29 -37
-19 37 -32
-26 12 -24
17 -2 -7
-25 34 -43
26 20 12
-3 43 -32
41 -12 4
-45 -29 23
21 45 38
-1 -10 -36
-10 25 31
