217 3
-18 -23 38
36 -29 38
-41 -2 -4
41 19 -13
33 10 35
17 -46 47
-41 49 -42
28 14 -24
27 31 23
-33 -23 47
42 13 23
8 -11 21
33 26 44
26 29 6
-2 41 26
34 -27 -8
-49 25 -39
-26 -35 -8
-9 -12 -8
26 29 22
-9 -3 4
49 34 -45
49 19 -30
3 -37 -31
-18 49 -38
9 3 5
32 -26 28
-25 48 -20
-44 -13 20
-9 -34 12
-49 27 -7
-50 39 7
36 29 15
-10 -45 -31
42 -6 -40
-49 25 45
2 -14 -15
17 9 44
-18 19 -4
40 3 38
41 -11 -13
-2 28 39
49 43 38
-34 33 -11
-2 13 14
-27 11 -21
49 -6 -31
24 -5 -39
-9 -37 -39
-27 -20 -12
-17 -45 15
9 41 -12
33 11 23
41 18 37
19 -38 -47
2 -12 -6
9 28 -48
-34 -28 5
-41 -26 13
-49 -41 -27
8 -44 -32
16 -36 47
-34 -12 15
-11 -5 47
16 -44 47
-25 -50 -27
-19 50 12
-9 49 -48
-50 20 47
49 -43 -32
19 30 -16
33 -10 -14
-28 11 39
-34 -13 21
-25 44 -16
49 -37 46
-41 3 -48
40 1 -43
-1 -33 -36
-42 -30 39
17 20 46
16 -11 -15
26 -47 -7
-19 18 14
-34 -36 13
49 11 -12
-10 42 -48
8 -28 -20
33 49 23
20 36 -8
-17 -12 -44
-27 37 -40
-1 -36 -45
-9 -11 -16
27 6 -40
-4 -37 13
32 5 14
-25 -47 30
-4 -37 7
24 2 50
-4 11 -45
-49 -12 6
-11 38 -48
17 -34 -15
20 -46 -23
-1 -11 15
16 10 -30
41 -4 29
33 -45 -5
24 -34 1
-49 40 36
25 2 38
-26 1 43
-1 -3 21
-1 -27 -48
1 -42 19
32 -1 3
32 -4 -36
11 -20 -29
1 42 7
32 -12 -48
-10 18 37
44 6 -47
43 -21 12
-43 46 14
-33 2 15
-29 13 -32
20 45 -48
32 -42 49
33 -21 13
-16 39 23
42 -15 -8
48 -45 -24
-26 3 37
25 49 -7
3 31 -48
25 17 13
25 -37 -24
-49 17 44
-27 -20 -31
-3 44 -21
-41 15 -32
40 -10 3
-42 -34 13
40 -2 36
-13 30 46
18 47 -32
-2 42 3
-49 17 29
-10 4 20
18 13 -30
-2 11 -5
-33 9 -16
48 -2 3
24 2 12
32 4 45
44 -13 14
-9 49 22
40 34 13
27 22 15
18 44 -48
-10 26 21
29 -14 38
-6 29 -7
18 28 39
-18 36 21
10 12 31
4 -14 -48
40 -42 -3
20 -7 -24
9 42 -36
-26 -11 21
10 45 47
-41 -42 -46
16 -44 -40
9 11 29
33 26 29
-17 -34 -19
-1 -13 46
25 27 39
40 -3 -6
-17 8 34
40 -1 50
-25 -26 -21
-49 -1 6
-11 -19 -8
-42 -45 -13
43 -37 22
-26 2 -45
-19 4 46
-41 -18 -34
-1 11 -14
-1 8 41
-2 44 -14
-31 47 -16
-10 -18 43
-1 28 -32
-37 5 39
-5 15 -8
-18 49 -48
3 21 -38
-26 10 -8
-17 9 50
-17 11 -6
-42 35 27
25 38 23
9 -26 -27
40 38 39
-50 37 -6
17 -22 -16
10 19 7
-2 -32 15
-25 -21 -7
8 -2 -32
-28 -45 -6
24 -35 31
-10 -11 30
