217 3
-19 -24 7
-41 -1 -43
16 8 -43
48 -18 -8
-17 -47 23
17 2 29
-25 50 -22
26 20 -21
-1 29 -7
9 -42 28
-36 12 -40
-49 17 -5
43 -4 38
2 34 -45
-9 -42 50
-41 17 -6
40 -27 -8
25 2 -45
16 -37 -31
48 -8 47
-9 18 13
-20 -16 -32
34 28 23
43 -5 -48
1 17 18
-18 17 -5
-49 -22 -15
19 44 -14
-11 -12 -44
-34 -46 31
-34 23 7
11 23 -32
-27 26 43
29 13 7
-9 35 -20
-49 48 25
-35 43 -29
-3 42 43
-25 -27 -35
-49 9 21
-50 49 -27
33 3 22
-26 -10 -19
-25 -1 7
26 -14 -23
48 -1 30
32 -19 27
16 8 29
43 -28 -8
1 11 -16
33 44 -16
45 -48 -40
40 -20 -8
-9 -49 45
25 33 -4
8 4 -31
-25 -41 12
4 -6 47
49 -14 -23
36 -22 5
-20 -5 -6
-44 29 -32
10 -28 22
-50 -11 23
-2 -12 -23
-11 -30 38
10 37 47
8 17 30
8 -17 -45
40 -2 13
-11 34 28
-35 -45 44
35 20 -15
-9 -21 46
40 25 20
20 -7 31
-25 -30 -16
-35 4 -14
-25 33 50
-19 35 -45
25 36 37
-44 -32 -16
12 -6 7
-10 37 -14
-9 33 44
-14 7 31
-41 -27 5
8 14 -48
40 29 5
-36 -45 22
-17 -44 7
33 -50 3
26 7 -40
-42 -29 -15
12 -5 -46
43 28 46
-17 1 50
-2 1 -3
-33 42 -43
38 -47 -8
17 42 21
16 5 14
-41 4 37
10 -35 -16
32 -4 12
-11 45 -40
27 21 -16
-2 -3 26
48 -1 18
27 -7 23
-17 -27 7
-17 33 -14
24 36 44
-34 43 -16
-42 -37 -48
-33 -14 38
-33 -35 -15
32 -11 -16
-25 -27 -32
-44 -37 38
41 34 43
-50 -4 -48
8 -31 47
26 44 -6
-41 25 2
-19 23 -16
-25 19 5
-27 20 -39
33 -5 29
7 -24 31
-33 1 -31
-50 -32 -48
-26 20 21
-49 1 44
33 35 5
42 28 30
8 -49 -31
-25 1 -38
-41 -42 -47
-49 2 4
-50 -18 46
-43 45 -46
-10 4 6
40 -10 36
-42 -35 45
9 -43 -36
48 -34 -19
-10 27 -38
-44 36 -6
-42 36 31
37 -38 6
48 -17 -11
-17 -10 20
-27 -38 31
26 -7 47
-27 3 15
48 -26 37
-50 -2 29
-19 3 11
-9 40 39
-17 -29 7
40 2 -11
-49 -10 -32
42 36 22
-9 -25 19
-36 5 -23
-19 3 36
-49 -1 34
-18 41 38
-41 50 -44
42 19 -47
48 11 -7
19 5 47
16 -21 38
33 28 38
-27 -13 47
41 37 -38
21 -14 -39
11 -22 -24
33 39 -48
8 9 47
16 -13 44
-18 -30 31
-10 -26 35
16 32 26
-35 36 -7
-42 12 22
40 -37 38
-10 38 23
48 11 -24
24 26 47
24 -11 -19
-17 9 42
1 -5 22
24 17 11
26 15 -32
-44 11 -45
15 31 -40
-41 45 29
16 8 -10
3 -20 -24
-18 5 -23
40 9 13
-34 37 -23
11 -45 5
40 43 6
27 -44 23
-33 12 36
-30 -6 -15
-21 46 -24
-41 -43 22
9 49 13
-11 42 -36
-2 21 -7
-2 31 -48
17 -22 31
44 -31 15
