217 3
-26 -36 -22
-2 5 -40
9 -26 37
50 13 22
-42 38 -24
33 27 7
17 -3 -32
1 -14 29
33 5 23
33 4 21
-33 11 -5
-1 25 -7
2 12 -22
8 42 29
21 -46 -32
-49 33 -22
17 -20 -32
-41 9 -5
-35 44 6
10 -14 -22
9 -2 -8
-50 39 -8
-42 -22 -23
-35 27 6
-3 -36 -48
-26 -22 21
2 -14 38
17 2 -37
43 4 -13
-19 27 -39
-11 -35 30
24 40 13
40 -42 47
1 21 -15
16 24 -46
-18 11 36
36 -30 46
49 45 23
2 -7 6
-26 -4 20
40 18 -23
-9 -20 44
11 -14 -23
-28 -22 -23
-9 49 -20
24 -43 -12
-43 -12 22
-2 41 28
-26 35 29
33 29 -47
-43 50 20
-38 -39 46
40 -33 47
40 33 -8
41 35 -7
-9 -21 14
-10 -21 45
-17 -41 -24
-12 -8 39
40 3 39
11 -21 -39
49 45 6
48 25 -32
-50 -42 -35
-7 30 -48
-14 -15 46
9 4 21
-3 35 11
24 27 -13
-44 -15 6
-19 -4 7
9 22 -40
-46 13 31
26 -12 37
25 13 -46
-43 -13 -5
42 3 7
19 43 23
8 17 3
37 6 30
-34 -10 -37
-17 33 34
-18 25 -26
33 -37 14
34 12 -46
-36 -6 -16
42 19 -24
41 -7 -47
-35 5 -31
50 -19 -4
19 30 -8
24 50 11
-50 -13 30
33 36 7
-25 34 39
50 -40 23
32 -20 28
-26 -5 -16
37 -47 -24
48 36 -24
-1 -2 -11
-42 19 38
6 46 -32
-34 -36 5
8 19 43
17 42 7
40 50 -6
-25 -22 -40
8 36 -22
-49 5 15
-28 36 29
34 -27 -40
-20 -4 30
28 6 -40
-5 -29 15
-43 5 -16
40 18 47
8 20 46
-21 -37 13
-3 -12 15
-18 1 31
33 19 7
35 -20 -44
-41 -29 -16
-17 -42 50
19 -15 -8
-37 -6 14
-2 -37 -22
-44 -20 7
33 20 7
-49 29 -31
-25 -12 35
42 -43 -3
-33 18 19
27 36 28
-33 -46 -40
-17 -50 26
-17 -12 46
49 -15 -8
-1 33 21
41 9 44
16 19 -20
42 50 -23
42 43 -15
16 -28 39
-44 -21 -6
32 -5 -6
-43 26 13
-45 -39 -32
25 -4 -22
-4 -28 -31
48 20 -39
-44 -22 7
17 -31 -32
-3 4 -22
10 50 11
-26 35 -12
-18 25 -21
-43 -4 13
17 10 -36
-41 -5 -16
-27 -46 21
-41 -6 -16
-25 -45 21
40 -21 15
-43 19 12
-9 21 7
25 39 -8
44 -23 47
40 9 -16
-9 -19 -12
17 -4 39
-30 21 -39
-42 -37 46
-33 -2 37
26 12 -15
-45 37 23
-1 -13 45
-44 -8 31
-9 -26 -7
-9 -4 -45
18 19 12
-26 6 47
-50 -35 -31
19 20 -47
-50 -37 30
40 50 7
-42 12 28
-11 -19 3
-11 4 45
34 27 -8
10 -43 23
40 -37 38
-2 42 -6
-2 6 47
50 -37 21
-47 -31 7
-26 -27 -19
-44 39 7
17 11 20
33 -28 20
32 -4 3
32 40 -14
-17 11 -6
10 3 -38
28 45 -16
40 48 -2
25 -12 4
32 2 47
34 -28 -12
-27 -28 -13
-11 -44 47
-9 -50 -38
-10 -44 13
4 20 39
13 31 -24
33 -23 15
