217 3
48 -44 5
48 50 -31
-9 -35 23
24 -26 -7
-49 41 28
-50 -39 7
24 -43 30
-1 -39 31
40 -44 5
-28 22 31
3 -37 22
30 -39 15
-10 -2 -6
-41 48 -50
29 -39 15
43 -30 -15
-9 34 28
1 36 -6
32 38 -7
40 12 -32
-18 19 -24
50 44 7
4 -13 31
-35 36 22
-41 -3 -22
-36 -20 -28
-49 27 -23
16 -38 23
24 45 30
-26 -43 -23
-28 44 7
43 -20 -39
25 -3 38
2 3 12
-21 5 38
40 -18 -38
-41 47 -8
-17 -35 -39
-1 40 -16
24 50 47
-10 -50 44
-35 4 38
-25 -17 -42
-35 -47 -24
-11 26 10
-34 -27 35
-45 -6 -15
-18 -38 14
-49 34 -8
17 19 -24
34 29 -47
42 -38 14
-43 50 -13
24 -35 -29
2 -15 38
-29 45 23
-18 3 -46
-49 8 31
17 9 -12
48 -41 -26
17 -36 44
9 -4 30
-50 36 5
2 21 39
-1 -45 21
10 21 38
-17 -1 43
48 -2 -45
-44 -15 -31
11 4 -7
-17 -12 -37
41 43 36
-44 7 -32
45 38 47
8 33 -32
-1 -50 -11
10 -20 39
49 2 38
-34 35 -13
-43 -31 22
48 46 22
3 -37 -38
-19 -3 15
36 37 -32
41 19 -16
24 -21 -7
1 21 31
-10 -18 -27
-6 -38 46
26 44 -29
-9 1 31
-2 -27 15
-19 -27 30
42 -19 30
42 -20 -5
-2 -11 5
32 -1 -2
-49 -43 -30
34 4 28
50 5 13
44 6 -48
-10 28 -48
-28 44 29
-17 -42 -48
-49 -28 -8
30 22 -40
16 44 6
36 -46 -40
32 45 22
-41 11 4
49 -7 39
24 36 -47
36 -23 7
-13 -6 46
-28 31 -40
-11 47 15
-12 13 47
-9 -47 14
-49 40 -50
19 -13 12
4 36 13
-27 -21 -32
32 49 -19
-26 -39 15
-36 35 29
-37 -22 14
-29 -21 45
6 -24 39
-34 10 -16
25 -23 -8
19 -22 -30
-18 -35 6
16 -10 -39
32 41 5
-22 -30 23
3 12 29
25 45 -31
33 17 -27
-26 35 -14
24 41 38
17 -11 23
-2 -35 5
-50 -28 -48
-2 42 -12
-12 45 31
11 44 -30
-36 -5 29
40 49 -32
-30 38 -48
36 37 -48
33 13 37
48 -43 -4
42 11 -6
-29 -22 -32
-2 -13 6
18 -38 7
-2 -42 37
32 12 -14
9 -45 13
-49 40 33
25 11 -31
-10 -46 21
-34 30 47
-49 -33 30
-11 -21 -23
33 -28 -16
12 -5 -23
-9 -30 -48
36 -30 -31
1 -19 -22
32 42 20
-17 23 39
50 43 -7
-14 13 29
-26 41 -37
-27 36 37
-19 3 29
-2 3 -30
35 -13 15
-41 -4 -45
-26 42 38
-43 11 45
-36 -44 -38
24 -17 26
-17 -47 -48
1 11 31
2 -28 20
-41 34 15
-18 21 6
49 42 -8
18 -30 -47
-23 39 -24
-49 41 -35
-25 -5 -7
25 2 -12
-44 -46 -16
-11 37 39
-11 -36 -24
-49 -19 39
34 12 46
-50 -4 22
-4 35 36
-1 27 -30
25 50 44
26 -43 35
48 -49 13
27 21 13
-9 -26 36
-1 26 -6
9 7 31
-9 -42 -21
8 -20 -12
-9 10 21
-41 -19 -13
25 -21 -14
-25 27 -22
-38 39 -32
