217 3
40 -26 -35
-29 -39 -32
-17 11 39
-20 38 39
35 -45 -30
-26 -27 47
49 -10 -8
41 36 -21
24 -26 -35
29 -46 -32
-3 27 -48
-3 -46 -31
-18 33 26
19 35 -37
-41 -38 14
-12 -13 -6
44 -29 20
18 43 -30
-41 9 -38
40 -18 26
-41 -5 6
-18 -35 -48
-26 12 -22
42 4 5
-49 3 -5
-35 -11 44
-21 4 39
-27 -29 -15
-9 -25 -19
40 -3 -31
-26 27 45
30 46 -39
-27 44 -8
-17 41 -4
-12 -21 38
34 -16 15
2 12 -45
-1 15 -8
-41 9 42
27 -13 5
33 -38 -48
40 -50 47
-2 50 -38
-26 -20 -7
49 -34 6
2 -36 46
-25 -50 -2
-25 -33 45
-13 -22 38
41 -35 -29
9 -38 -48
8 -33 39
33 36 -32
17 -20 -39
9 -26 -42
48 25 21
-18 17 -46
-27 -30 -14
43 12 -47
-26 25 -20
-11 43 46
2 -36 14
40 -38 30
-18 45 29
18 3 -15
-18 -11 -38
-42 -27 12
-42 -10 -7
34 42 -32
42 36 -23
-18 -3 31
-35 -46 -7
41 20 -31
-50 -45 47
-4 -21 -39
-35 19 31
1 -36 14
-1 -45 14
50 36 -15
24 36 -13
18 11 -39
-25 -37 -47
-49 35 23
-10 27 -30
-21 -23 -40
-10 -14 15
25 30 -48
49 1 36
9 11 -48
40 37 -15
28 -21 -38
-44 6 -16
42 -36 -37
-34 42 -36
49 -28 27
49 -30 23
24 30 -40
26 -43 -15
28 -46 39
-1 -2 5
43 -13 -8
9 -47 46
9 -35 -15
-49 42 5
16 50 15
17 22 15
-19 -37 -38
-34 35 46
50 22 47
-34 9 -36
-25 -3 -48
44 23 -48
-12 28 37
1 50 21
-26 22 -48
-4 -45 37
-17 -35 46
-18 -19 -37
40 -41 -29
-25 49 -47
16 -35 45
-42 2 38
8 45 -30
8 34 -14
-42 -14 15
-17 -19 -15
-17 -27 -5
17 -18 27
35 -4 -12
18 31 15
17 -18 34
-50 2 20
-28 43 13
-36 -45 -24
-31 47 7
45 38 -48
-50 34 35
-9 35 -15
-2 17 49
9 2 37
-33 2 29
-2 -28 35
24 -27 -16
-34 -35 -12
-33 2 15
4 -40 23
49 -44 -5
-17 4 44
-10 13 -47
-41 10 -31
-9 49 4
9 43 -37
-29 13 47
50 3 45
27 -13 -48
-26 35 -38
-21 20 -30
25 1 36
-3 -21 30
25 -27 -15
32 -28 47
-34 -18 23
-41 17 28
49 18 -32
-42 22 15
16 41 -20
9 14 -24
-49 33 38
37 38 -47
27 36 -23
1 10 28
-29 -31 15
-42 -19 35
-10 21 22
-35 -21 20
-33 -41 13
1 46 -40
32 -41 45
-42 -35 7
-33 -49 -4
41 -43 -45
18 -6 -24
-25 -13 -45
8 1 -48
-11 -37 46
24 -3 4
-26 19 7
-17 9 15
24 -44 47
-9 -10 -6
17 28 38
24 37 15
-17 -26 -37
1 -13 12
18 43 30
-34 39 -40
-33 -3 27
17 -21 46
-1 30 -40
27 14 -31
19 -47 -15
-27 -11 31
-1 -50 -37
19 4 31
-1 -22 46
-2 36 7
13 -47 -32
-43 29 -8
-13 -22 -15
-2 22 -7
1 -13 -29
34 50 3
24 -26 9
-11 -20 3
-34 -22 -15
-44 22 39
1 44 14
