217 3
-15 31 47
8 17 -43
3 -38 -31
-3 20 -16
-49 12 23
9 -27 -28
32 3 -21
-26 -28 -21
-22 21 -15
26 -11 -20
18 36 -30
26 -29 4
50 19 -5
2 -37 46
24 -18 10
-9 -19 39
2 29 -30
-18 42 -7
-26 20 -6
10 -12 -21
-1 5 -39
-49 38 -39
-21 37 -32
-19 44 -39
-26 -2 -5
-42 -43 -7
-34 4 -47
42 4 -13
17 15 -8
-25 -42 -43
3 20 47
-42 -43 -35
14 -47 22
49 -22 -48
1 33 45
-11 -43 18
-49 27 -40
-11 -7 22
-25 43 30
49 11 37
-9 14 15
-14 6 -23
-10 -34 25
32 41 -8
33 35 -37
40 25 21
-12 -30 23
-35 -37 -40
-2 26 -38
18 -46 15
-33 -30 -46
34 28 6
28 -22 21
26 -6 -48
1 3 -16
-17 -25 -6
10 27 -40
50 -46 30
-42 36 22
49 -28 -8
-35 -38 6
-17 -41 -24
-10 -26 -50
18 -44 27
-19 -46 23
-25 46 15
28 5 -14
1 -36 23
24 -48 -40
18 -3 -38
-14 38 39
-50 -11 14
-19 -21 -31
49 2 21
-4 -5 -31
-50 -28 19
-36 -37 -39
2 43 38
25 26 -40
-25 22 -16
-28 20 -22
2 35 -16
49 18 -8
-17 33 46
-25 10 -32
-3 -11 6
-2 -43 -14
-17 16 -26
-42 36 39
-11 -12 -24
-33 -36 -5
1 -43 35
-9 -20 -28
1 -35 20
40 25 3
11 -4 39
-25 18 38
-4 43 11
33 -11 -15
-1 -10 42
-17 4 -14
41 11 4
-30 -22 -23
-2 -27 28
-17 -12 -44
34 36 7
8 -49 5
49 13 46
22 46 -40
-12 -16 23
-2 -27 45
24 18 31
42 -21 -6
-11 7 -16
49 1 -50
-26 -36 -45
48 21 -32
26 -38 -7
28 5 -16
-43 -15 -16
35 -38 -24
-34 -43 29
41 -20 -44
-50 -29 -30
16 6 -24
-25 -5 -39
40 -3 15
-1 -43 21
34 -12 30
-49 19 45
-27 6 -16
-2 -12 6
19 46 7
1 -10 47
-5 -38 -7
50 19 7
-43 14 47
-33 2 22
-10 -18 -13
-45 14 -39
-50 10 -16
8 -33 2
25 20 -32
-18 50 35
34 -44 -47
-50 -15 -32
-5 -22 23
42 -35 13
27 -30 -32
-25 5 39
44 -5 -30
40 33 13
-20 -5 -16
48 2 27
-17 -43 -35
-29 -24 -32
32 45 39
8 -37 39
-9 -25 -4
10 11 45
28 47 31
16 -20 -22
-50 -35 29
-10 -26 -38
-11 35 -38
-18 36 21
13 -31 -40
41 -42 -36
33 -30 -31
-35 12 13
-43 -5 -37
21 -7 -16
-10 -2 -26
-35 -6 45
-26 25 -37
-19 4 12
17 26 12
-9 16 -45
26 28 -8
-17 6 -8
-37 39 47
-33 -19 46
-45 20 7
40 -19 -13
-3 -6 37
12 -22 -24
-42 -45 -14
-18 -30 31
-2 43 22
-18 49 39
-9 17 -26
9 -35 45
48 10 47
-9 44 -8
-20 -24 -16
-9 -10 22
1 -4 -16
24 9 -35
42 -12 3
-27 -11 45
2 -20 -24
-42 -6 38
-10 5 -8
50 34 -13
-12 20 4
40 -2 47
-9 10 29
-18 10 -40
3 -29 15
-9 49 -43
-17 -5 -23
-42 -43 44
-2 20 -48
-26 -35 46
48 41 -10
-34 -15 -48
-41 -38 37
