217 3
-36 5 39
1 -14 21
-18 -43 -24
-9 -11 15
21 22 46
37 38 47
50 37 38
-42 25 50
-2 44 -31
9 26 15
-9 -26 -28
-17 12 20
30 -8 31
3 36 -5
2 43 -37
-18 41 -7
-38 -31 -23
8 -28 -36
-41 -29 -37
-9 -11 37
-27 7 -24
-2 42 -47
-25 41 -21
-25 -20 13
11 -29 5
-9 -43 -7
16 -33 -6
-49 -22 15
37 14 -39
-33 26 39
2 -37 -14
-41 12 -39
-9 -12 4
-13 20 5
25 -38 -40
-43 37 5
-33 -2 -23
32 -12 7
-17 16 -46
-49 -37 -38
2 19 -31
-12 39 7
-20 -31 23
-33 -38 -15
-10 44 47
10 -38 -40
-34 -26 10
-18 -46 30
-1 -16 47
-20 12 -8
-18 -38 21
-42 -27 46
-42 44 6
-26 -42 10
-9 -2 15
-35 -29 -47
33 -11 10
-49 14 -24
12 -47 46
-45 -16 -32
-42 -10 2
17 1 -16
40 -33 41
8 -28 -23
2 4 39
48 -10 29
19 13 6
-9 -1 20
9 29 -32
50 34 36
-33 -26 21
-25 -41 -3
27 3 7
-43 -14 39
-36 -6 -15
-1 -21 -47
19 -22 -39
18 43 -24
-17 -12 -37
41 49 -40
-33 -37 -31
24 48 33
-17 -26 -12
25 19 -24
24 39 -32
-50 34 -29
-18 21 15
-41 19 -48
-19 -45 38
50 4 -23
49 30 6
32 50 -44
49 -14 39
40 22 30
35 -22 7
-35 4 -45
16 -11 -3
-42 -29 4
-35 10 -15
10 28 -29
-13 -47 -39
40 -21 -7
41 -2 -36
48 18 39
-12 -21 -38
48 -2 49
33 -35 37
24 -45 13
-12 -16 7
26 3 28
-42 35 -31
-10 28 -48
5 38 30
42 -46 -23
10 3 23
-13 -31 -24
22 -40 39
-33 42 -30
-36 -44 46
10 -14 -7
-12 -22 -30
-9 26 3
-38 29 -24
-46 31 -24
-28 37 14
10 21 -14
41 21 -48
-28 -32 7
30 6 -24
32 25 -38
-19 -36 -14
-2 -28 31
49 10 -45
-28 35 31
-41 33 -31
-26 -4 -31
26 44 -6
41 -11 -31
16 26 5
-33 -34 14
17 25 -19
20 -29 -40
-41 49 34
-33 34 35
-33 3 -15
-18 -12 -8
-2 25 -29
26 -13 14
41 -5 30
-49 -8 -48
-26 42 37
-1 18 6
26 20 6
17 -14 -48
-49 -33 28
-27 -38 22
-41 48 -34
24 -9 23
9 10 27
-42 46 30
40 34 21
-1 36 6
32 -18 -21
-33 -41 10
41 -37 7
25 37 -8
-11 -38 15
-50 46 47
41 21 -38
-43 -13 -37
24 9 -36
33 -5 -15
-19 -22 29
-45 23 7
-1 -25 -24
-45 23 39
-7 -8 31
9 -36 15
25 -37 23
-28 -29 -39
33 -3 20
17 -21 -16
-25 -26 -19
17 27 -21
25 28 30
-1 33 -32
-11 35 -45
33 -44 -45
-5 -14 -47
26 -44 -45
-42 -36 -45
-5 -39 -31
40 -26 50
25 14 -23
-10 -29 -38
-34 -22 21
44 45 -8
-25 -44 -6
36 -47 -16
50 31 -48
-50 12 -38
-3 11 6
-19 -31 -47
41 -43 46
-33 -4 22
41 34 3
-34 4 -48
25 -31 15
-11 -36 45
-1 3 -48
-17 29 -31
8 -10 39
48 35 -21
25 2 -46
13 14 -8
-42 -38 -24
17 45 -30
