217 3
-26 -27 35
19 36 -13
-19 -32 7
50 46 -24
4 37 45
-1 19 -31
-25 49 -22
-26 20 -23
24 34 -19
34 -36 21
1 -14 39
26 -29 4
-43 -44 -23
-49 50 -39
-10 -28 12
-17 -4 7
-33 17 11
42 -4 5
-33 40 -23
20 -13 4
42 -44 4
45 46 -40
24 29 47
-17 25 -4
-19 -14 -48
9 -38 -16
9 50 6
-25 44 29
-12 -29 44
-35 42 38
-9 -36 -12
48 17 -23
48 -23 -16
-35 5 31
-11 45 -8
19 -44 45
19 -21 6
11 21 37
-13 -22 37
-9 -3 38
16 50 -37
-41 -42 -37
35 -37 -47
-26 -43 -27
30 -23 -32
18 -46 15
-50 -43 18
-20 -5 -39
9 34 50
-37 -16 -8
-25 -33 10
-25 -36 -30
-9 -2 39
-43 36 46
1 -4 -39
-49 24 35
17 -15 -24
36 -46 30
-15 14 -16
41 3 -23
-36 6 -15
-50 -44 20
26 -28 -23
33 15 7
-17 -50 -43
9 -48 31
-36 -15 -7
49 -14 38
41 -35 2
27 45 13
-41 45 6
-41 9 -26
-43 35 36
41 49 -29
25 21 -23
-49 -25 -21
26 4 -7
49 7 -32
-9 -41 -26
-34 -13 -45
8 22 -40
9 10 -5
-9 8 1
48 -41 5
16 10 -39
17 20 37
-10 28 15
34 42 -43
9 -29 45
-49 -10 -7
-9 -35 -45
16 -43 -32
-10 23 -32
-9 2 14
21 23 -24
33 37 47
-34 41 18
34 -30 -8
16 -42 -14
48 -37 28
28 12 4
42 -15 6
-49 41 -46
-3 -20 13
-2 -19 46
5 38 -32
19 11 -5
-2 -11 46
-25 49 19
16 5 15
26 -30 31
26 10 -30
-44 -37 47
-36 29 39
-5 28 30
-4 30 31
48 -36 -21
-11 -4 -40
-42 -16 23
-33 2 27
-47 14 7
34 12 -13
10 -37 38
28 44 29
24 45 -7
-17 -11 -20
-46 -6 -24
-20 -36 -15
33 17 -11
26 18 46
1 -11 18
40 9 -37
-41 19 -15
33 2 27
-21 20 -30
-1 5 21
2 -27 14
-34 46 31
26 -15 30
10 -37 -7
-18 11 4
-49 43 -16
27 -36 39
34 19 -40
-36 3 -5
-33 -50 -15
-29 -13 -48
33 -10 20
16 -33 46
32 -43 -4
2 50 11
-50 49 -19
-20 21 -16
-50 -2 30
24 42 -37
-17 -10 29
-10 37 38
-49 -22 -48
32 -5 31
16 43 4
-9 32 23
-1 -29 -31
33 35 4
17 -7 -16
1 -4 13
-15 -32 7
-3 -31 -40
-43 -37 -7
-5 37 -23
9 27 47
32 -19 -22
25 9 -44
-28 -45 -47
-3 43 36
41 -6 30
26 10 -8
-42 12 47
-41 -19 46
41 -45 6
-27 21 29
50 -7 -8
-2 49 -30
16 27 -32
9 26 12
-26 -3 -45
-49 -34 -10
40 13 -31
-33 19 14
-17 11 -30
-28 -45 47
8 18 -44
-17 -18 -23
-27 -11 26
50 20 13
50 -20 -14
33 -50 -5
-17 27 -30
40 -4 19
-50 -5 29
45 13 -15
25 -5 -8
48 -19 38
49 14 39
-41 -36 11
48 22 39
2 -29 30
16 27 43
-43 34 -44
-1 -6 38
24 27 38
-9 -36 -8
35 -29 -37
-6 -15 -47
-29 -14 23
-9 50 -35
-27 -28 -21
-9 -19 3
