217 3
-36 43 -48
-27 -44 15
24 -29 -13
-41 -34 -36
32 -37 -30
-36 29 -48
16 32 -23
33 26 37
40 3 -5
1 50 -14
-25 -18 -43
48 -11 -35
8 12 5
-9 -5 45
-3 -38 -32
-19 50 -47
4 13 6
48 -26 43
1 -11 -29
10 -36 -12
24 27 13
41 18 -6
10 -12 7
41 -11 43
25 -28 -29
48 24 -50
-36 -14 -48
-13 -22 6
-49 27 -23
42 -5 -48
16 9 45
9 -27 -29
19 45 -14
-35 27 -28
50 4 6
24 1 -7
-43 5 31
25 4 -30
25 35 13
18 -38 -48
48 -23 -32
40 -12 47
49 45 23
20 -6 22
-42 -10 35
26 -3 29
10 42 -32
-35 42 -46
41 11 6
-13 45 22
48 -11 -7
3 6 31
43 30 15
-1 -17 18
-49 -25 22
-13 -14 -24
42 37 47
-22 -14 -48
-1 43 31
-33 30 7
40 -49 7
40 9 -12
50 -22 5
-17 -45 5
47 -48 -8
32 11 -47
-14 37 22
-35 -37 30
-49 -26 19
9 -29 13
-26 13 -30
41 -37 14
-6 -39 23
-33 17 -27
-49 33 -27
-42 -13 39
38 -32 7
18 -37 14
25 11 -12
44 -40 7
43 28 21
41 1 4
50 38 46
16 17 -44
49 -39 -8
48 -40 23
17 22 15
48 21 -7
-49 -43 -15
30 23 -32
-12 7 -24
1 -7 -39
-25 44 -15
-25 44 -39
42 -28 -21
-17 40 18
43 36 44
-50 3 14
8 -6 23
-26 -12 -15
4 38 -24
-17 -18 43
16 -10 36
24 -2 -36
-17 46 -15
8 -50 -30
-17 -18 46
-41 20 46
-1 -3 -12
18 -15 7
24 42 10
35 -5 -37
16 50 36
-35 -44 11
-1 -19 18
34 44 23
42 27 -13
-17 -14 38
48 21 -16
10 -30 21
-1 -27 -40
-1 26 -43
-28 36 -48
-33 19 36
-4 43 -36
33 -46 -24
26 -14 31
29 21 -32
1 47 23
-35 -43 47
-44 13 29
-9 44 -23
-29 38 -40
45 39 -32
-1 41 -3
-38 23 -8
32 50 -3
-27 37 -47
18 -4 -5
-19 3 -29
-5 -30 21
33 -20 15
-2 35 36
9 -19 -29
42 50 -45
-25 -38 6
17 -3 29
2 -27 7
43 5 -47
11 -36 37
-33 -34 -11
5 -47 39
-9 29 -16
-33 -20 -31
8 -35 -3
-17 -20 28
50 -29 -39
-11 -36 -21
-50 37 15
-33 -27 -31
35 44 -40
42 26 -15
18 27 44
-49 -33 45
-17 -42 -16
35 -13 -31
41 44 -16
34 -28 -16
32 12 46
40 -26 -12
24 33 -37
17 13 -6
-50 -18 3
24 11 -15
50 11 30
-33 48 -18
17 42 -20
-42 33 -36
9 -44 47
-1 -49 41
-18 -14 -22
-25 -26 -46
-9 -10 -46
26 3 15
-3 19 36
34 -16 -32
32 -26 -11
33 -28 -15
-41 42 -44
-5 -15 39
19 13 38
49 50 -29
28 -7 47
25 -29 -16
-34 -5 47
-21 -6 -15
27 -22 15
32 16 -40
24 42 45
18 -35 -23
16 -25 -36
-4 35 44
-9 -18 15
-50 -5 38
-11 5 37
29 -39 -16
-44 39 23
-41 -35 -28
17 19 -39
-25 11 20
-1 10 28
50 36 4
8 33 -2
16 -6 47
-2 -38 -14
16 41 28
32 -10 -8
