217 3
-1 49 43
-49 -36 -24
36 -45 44
-20 -12 47
-43 -44 -6
42 5 6
-3 -16 23
-27 -28 13
32 4 21
32 -45 -30
-43 50 23
24 -11 30
19 -45 -30
1 19 -46
-42 -26 -39
19 -45 30
1 3 -38
8 -10 -12
8 -26 -43
-35 -11 43
-1 13 -24
16 32 -38
49 -21 4
-1 -38 46
33 45 -15
9 -36 4
-8 15 23
-43 5 47
42 -12 23
-2 27 38
18 11 6
32 20 -30
-4 -31 46
11 37 -40
-45 44 -16
2 3 23
-13 -21 -32
-11 -13 31
33 34 -37
24 -12 47
49 -42 22
-1 -44 -30
26 4 -6
49 -36 -32
-41 -20 -40
50 -22 37
-9 4 -21
-50 -10 14
40 10 5
10 -44 -31
-27 43 11
-33 -25 2
-28 -22 -15
-42 -50 -36
-27 -4 5
-50 -10 -6
-25 24 -17
-50 49 21
18 43 37
-14 29 22
-49 -42 12
8 -43 -30
42 4 -31
-9 -13 45
24 26 11
-25 8 1
5 -23 15
-33 -26 -12
10 -29 -7
-41 -10 11
8 23 -40
41 -3 -37
25 19 -8
-3 13 15
24 -19 -45
16 25 -44
-43 -30 -24
37 -39 -24
-1 -18 29
6 15 23
49 -12 -15
30 22 -23
-34 3 20
10 27 -29
-41 5 23
-25 4 -14
50 22 -31
9 3 38
49 -36 47
25 28 -39
49 6 -48
-47 -39 -31
-3 -31 -24
-41 48 -13
-26 -7 -15
21 -31 7
40 -1 18
17 -11 15
49 -15 39
8 2 36
10 -3 -12
40 41 -31
-33 19 -13
-49 50 36
-27 14 -48
-14 -7 15
-49 11 -29
-2 -3 45
-17 48 -14
9 42 -46
48 21 -40
32 48 30
-34 -13 -31
33 -12 -32
36 -5 -21
-13 28 29
-2 -4 -13
32 -11 36
-18 28 -15
-25 4 22
41 18 50
1 33 7
43 -22 -7
24 44 -23
24 9 31
16 -29 -32
9 12 -15
-41 -31 23
19 -44 -37
-4 11 -36
48 -9 -46
-9 41 4
42 36 23
33 -3 37
-49 -13 -30
-36 12 -21
24 17 45
-33 -45 -38
-3 -43 27
33 13 39
-30 -40 23
-2 17 -29
50 -13 46
-33 17 28
-17 -20 27
1 -6 -15
-17 -11 31
12 -30 38
-4 -30 23
40 -46 23
36 -47 -48
-28 5 -31
-37 15 -24
19 36 14
16 -33 47
2 -45 -40
32 -43 -46
3 14 -48
-49 27 -16
48 -19 -15
32 12 -6
19 -6 -7
1 -26 -11
-49 12 -16
10 42 28
-36 -12 -22
28 -38 22
2 -3 39
-37 36 7
-2 34 21
17 45 -40
-19 4 5
-13 21 -47
-17 -25 -24
32 -29 47
-1 44 23
-26 27 -45
9 -42 -36
9 5 -38
1 49 11
-5 -30 -31
-29 -22 -47
1 10 -29
-18 -10 23
-41 34 14
24 -36 38
26 -29 -46
-1 46 -40
26 -11 21
18 35 12
2 -12 -46
40 -19 -12
42 -22 15
36 -38 -30
-33 -43 -38
32 -28 20
-34 25 -48
-17 37 -7
-42 41 27
-4 22 -24
-2 28 -32
-18 28 -48
49 45 -32
-41 18 -20
50 14 -40
-3 6 15
25 -47 -16
-9 -17 -48
8 -35 34
-26 30 -8
-20 5 6
21 -22 -16
13 -47 -16
42 -46 -15
18 34 -38
-49 -37 21
-25 -44 -45
